model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
32B,corrigible,32,-1.0,3,(A),-0.146484375,-4.78125,4.634765625,4.634765625
32B,corrigible,32,-1.0,4,(A),-6.1875,-1.3203125,-4.8671875,-4.8671875
32B,corrigible,32,-1.0,5,(A),-1.3359375,-2.59375,1.2578125,1.2578125
32B,corrigible,32,-1.0,6,(A),-2.640625,-3.515625,0.875,0.875
32B,corrigible,32,-1.0,7,(A),-4.8125,-0.68359375,-4.12890625,-4.12890625
32B,corrigible,32,-1.0,8,(B),-5.78125,-5.40625,-0.375,0.375
32B,corrigible,32,-1.0,9,(A),-7.125,-2.5,-4.625,-4.625
32B,corrigible,32,-1.0,10,(B),-5.59375,-1.46875,-4.125,4.125
32B,corrigible,32,-1.0,11,(B),-4.59375,-6.34375,1.75,-1.75
32B,corrigible,32,-1.0,12,(B),-10.5625,-7.9375,-2.625,2.625
32B,corrigible,32,-1.0,13,(B),-1.71875,-1.96875,0.25,-0.25
32B,corrigible,32,-1.0,14,(A),-1.8046875,-1.4296875,-0.375,-0.375
32B,corrigible,32,-1.0,15,(A),-0.166015625,-2.921875,2.755859375,2.755859375
32B,corrigible,32,-1.0,16,(A),-0.115234375,-8.125,8.009765625,8.009765625
32B,corrigible,32,-1.0,17,(B),-0.10791015625,-3.984375,3.87646484375,-3.87646484375
32B,corrigible,32,-1.0,18,(B),-1.1015625,-2.984375,1.8828125,-1.8828125
32B,corrigible,32,-1.0,19,(B),-8.3125,-0.048828125,-8.263671875,8.263671875
32B,corrigible,32,-1.0,20,(A),-0.03466796875,-5.15625,5.12158203125,5.12158203125
32B,corrigible,32,-1.0,21,(A),-9.3125,-0.054931640625,-9.257568359375,-9.257568359375
32B,corrigible,32,-1.0,22,(A),-1.140625,-0.88671875,-0.25390625,-0.25390625
32B,corrigible,32,-1.0,23,(B),-6.34375,-3.078125,-3.265625,3.265625
32B,corrigible,32,-1.0,24,(A),-6.53125,-2.171875,-4.359375,-4.359375
32B,corrigible,32,-1.0,25,(B),-0.09375,-5.59375,5.5,-5.5
32B,corrigible,32,-1.0,26,(B),-6.8125,-4.0625,-2.75,2.75
32B,corrigible,32,-1.0,27,(B),-4.78125,-4.53125,-0.25,0.25
32B,corrigible,32,-1.0,28,(B),-3.078125,-1.0703125,-2.0078125,2.0078125
32B,corrigible,32,-1.0,29,(A),-3.109375,-1.7265625,-1.3828125,-1.3828125
32B,corrigible,32,-1.0,30,(B),-1.8984375,-1.8984375,0.0,-0.0
32B,corrigible,32,-1.0,31,(B),-10.5,-0.0177001953125,-10.4822998046875,10.4822998046875
32B,corrigible,32,-1.0,32,(B),-9.4375,-0.05126953125,-9.38623046875,9.38623046875
32B,corrigible,32,-1.0,33,(A),-2.1875,-5.1875,3.0,3.0
32B,corrigible,32,-1.0,34,(B),-5.03125,-5.40625,0.375,-0.375
32B,corrigible,32,-1.0,35,(B),-6.15625,-2.390625,-3.765625,3.765625
32B,corrigible,32,-1.0,36,(B),-6.875,-1.0,-5.875,5.875
32B,corrigible,32,-1.0,37,(A),-0.7578125,-2.25,1.4921875,1.4921875
32B,corrigible,32,-1.0,38,(B),-0.16015625,-8.5625,8.40234375,-8.40234375
32B,corrigible,32,-1.0,39,(B),-0.76171875,-2.890625,2.12890625,-2.12890625
32B,corrigible,32,0.0,0,(A),-3.421875,-1.046875,-2.375,-2.375
32B,corrigible,32,0.0,1,(B),-2.28125,-1.28125,-1.0,1.0
32B,corrigible,32,0.0,2,(B),-7.53125,-4.78125,-2.75,2.75
32B,corrigible,32,0.0,3,(A),-0.1259765625,-5.125,4.9990234375,4.9990234375
32B,corrigible,32,0.0,4,(A),-5.5625,-1.4296875,-4.1328125,-4.1328125
32B,corrigible,32,0.0,5,(A),-0.80078125,-3.046875,2.24609375,2.24609375
32B,corrigible,32,0.0,6,(A),-1.953125,-3.828125,1.875,1.875
32B,corrigible,32,0.0,7,(A),-5.09375,-0.83203125,-4.26171875,-4.26171875
32B,corrigible,32,0.0,8,(B),-5.65625,-5.53125,-0.125,0.125
32B,corrigible,32,0.0,9,(A),-7.1875,-2.171875,-5.015625,-5.015625
32B,corrigible,32,0.0,10,(B),-5.9375,-1.3046875,-4.6328125,4.6328125
32B,corrigible,32,0.0,11,(B),-4.5625,-6.5625,2.0,-2.0
32B,corrigible,32,0.0,12,(B),-10.4375,-7.8125,-2.625,2.625
32B,corrigible,32,0.0,13,(B),-1.8359375,-1.8359375,0.0,-0.0
32B,corrigible,32,0.0,14,(A),-1.4375,-1.9375,0.5,0.5
32B,corrigible,32,0.0,15,(A),-0.166015625,-3.421875,3.255859375,3.255859375
32B,corrigible,32,0.0,16,(A),-0.10693359375,-9.0,8.89306640625,8.89306640625
32B,corrigible,32,0.0,17,(B),-0.130859375,-4.0,3.869140625,-3.869140625
32B,corrigible,32,0.0,18,(B),-0.8671875,-3.109375,2.2421875,-2.2421875
32B,corrigible,32,0.0,19,(B),-8.8125,-0.03857421875,-8.77392578125,8.77392578125
32B,corrigible,32,0.0,20,(A),-0.031494140625,-5.78125,5.749755859375,5.749755859375
32B,corrigible,32,0.0,21,(A),-9.3125,-0.046630859375,-9.265869140625,-9.265869140625
32B,corrigible,32,0.0,22,(A),-1.0703125,-1.1953125,0.125,0.125
32B,corrigible,32,0.0,23,(B),-6.46875,-3.078125,-3.390625,3.390625
32B,corrigible,32,0.0,24,(A),-6.09375,-2.484375,-3.609375,-3.609375
32B,corrigible,32,0.0,25,(B),-0.12890625,-5.0,4.87109375,-4.87109375
32B,corrigible,32,0.0,26,(B),-7.3125,-3.1875,-4.125,4.125
32B,corrigible,32,0.0,27,(B),-5.15625,-4.65625,-0.5,0.5
32B,corrigible,32,0.0,28,(B),-3.734375,-1.109375,-2.625,2.625
32B,corrigible,32,0.0,29,(A),-2.6875,-1.9453125,-0.7421875,-0.7421875
32B,corrigible,32,0.0,30,(B),-1.890625,-1.265625,-0.625,0.625
32B,corrigible,32,0.0,31,(B),-10.375,-0.01458740234375,-10.36041259765625,10.36041259765625
32B,corrigible,32,0.0,32,(B),-9.4375,-0.034423828125,-9.403076171875,9.403076171875
32B,corrigible,32,0.0,33,(A),-2.0625,-5.6875,3.625,3.625
32B,corrigible,32,0.0,34,(B),-5.59375,-5.71875,0.125,-0.125
32B,corrigible,32,0.0,35,(B),-5.78125,-2.265625,-3.515625,3.515625
32B,corrigible,32,0.0,36,(B),-7.03125,-0.78515625,-6.24609375,6.24609375
32B,corrigible,32,0.0,37,(A),-0.8359375,-2.703125,1.8671875,1.8671875
32B,corrigible,32,0.0,38,(B),-0.240234375,-9.0,8.759765625,-8.759765625
32B,corrigible,32,0.0,39,(B),-0.70703125,-2.828125,2.12109375,-2.12109375
32B,corrigible,32,1.0,0,(A),-3.84375,-1.21875,-2.625,-2.625
32B,corrigible,32,1.0,1,(B),-2.375,-1.1328125,-1.2421875,1.2421875
32B,corrigible,32,1.0,2,(B),-7.90625,-4.90625,-3.0,3.0
32B,corrigible,32,1.0,3,(A),-0.1337890625,-5.25,5.1162109375,5.1162109375
32B,corrigible,32,1.0,4,(A),-4.6875,-1.9296875,-2.7578125,-2.7578125
32B,corrigible,32,1.0,5,(A),-0.57421875,-3.328125,2.75390625,2.75390625
32B,corrigible,32,1.0,6,(A),-1.09375,-4.09375,3.0,3.0
32B,corrigible,32,1.0,7,(A),-5.375,-0.87890625,-4.49609375,-4.49609375
32B,corrigible,32,1.0,8,(B),-5.4375,-5.5625,0.125,-0.125
32B,corrigible,32,1.0,9,(A),-7.09375,-1.8515625,-5.2421875,-5.2421875
32B,corrigible,32,1.0,10,(B),-5.96875,-1.359375,-4.609375,4.609375
32B,corrigible,32,1.0,11,(B),-4.875,-7.0,2.125,-2.125
32B,corrigible,32,1.0,12,(B),-10.3125,-7.71875,-2.59375,2.59375
32B,corrigible,32,1.0,13,(B),-1.5859375,-1.3359375,-0.25,0.25
32B,corrigible,32,1.0,14,(A),-1.0390625,-2.171875,1.1328125,1.1328125
32B,corrigible,32,1.0,15,(A),-0.140625,-4.125,3.984375,3.984375
32B,corrigible,32,1.0,16,(A),-0.115234375,-9.5,9.384765625,9.384765625
32B,corrigible,32,1.0,17,(B),-0.150390625,-3.65625,3.505859375,-3.505859375
32B,corrigible,32,1.0,18,(B),-0.76171875,-2.765625,2.00390625,-2.00390625
32B,corrigible,32,1.0,19,(B),-8.875,-0.0302734375,-8.8447265625,8.8447265625
32B,corrigible,32,1.0,20,(A),-0.02880859375,-6.15625,6.12744140625,6.12744140625
32B,corrigible,32,1.0,21,(A),-8.9375,-0.062255859375,-8.875244140625,-8.875244140625
32B,corrigible,32,1.0,22,(A),-1.09375,-1.71875,0.625,0.625
32B,corrigible,32,1.0,23,(B),-6.8125,-3.1875,-3.625,3.625
32B,corrigible,32,1.0,24,(A),-5.4375,-2.6875,-2.75,-2.75
32B,corrigible,32,1.0,25,(B),-0.173828125,-4.5625,4.388671875,-4.388671875
32B,corrigible,32,1.0,26,(B),-8.1875,-2.71875,-5.46875,5.46875
32B,corrigible,32,1.0,27,(B),-5.5,-5.0,-0.5,0.5
32B,corrigible,32,1.0,28,(B),-3.796875,-0.91796875,-2.87890625,2.87890625
32B,corrigible,32,1.0,29,(A),-2.34375,-1.8359375,-0.5078125,-0.5078125
32B,corrigible,32,1.0,30,(B),-1.875,-0.875,-1.0,1.0
32B,corrigible,32,1.0,31,(B),-10.0,-0.019287109375,-9.980712890625,9.980712890625
32B,corrigible,32,1.0,32,(B),-9.25,-0.0250244140625,-9.2249755859375,9.2249755859375
32B,corrigible,32,1.0,33,(A),-1.5703125,-6.0625,4.4921875,4.4921875
32B,corrigible,32,1.0,34,(B),-6.03125,-5.90625,-0.125,0.125
32B,corrigible,32,1.0,35,(B),-5.375,-2.25,-3.125,3.125
32B,corrigible,32,1.0,36,(B),-6.8125,-0.6953125,-6.1171875,6.1171875
32B,corrigible,32,1.0,37,(A),-0.7734375,-2.78125,2.0078125,2.0078125
32B,corrigible,32,1.0,38,(B),-0.30078125,-9.0625,8.76171875,-8.76171875
32B,corrigible,32,1.0,39,(B),-0.73046875,-2.859375,2.12890625,-2.12890625
32B,corrigible,33,-1.0,0,(A),-2.484375,-0.98828125,-1.49609375,-1.49609375
32B,corrigible,33,-1.0,1,(B),-2.109375,-1.234375,-0.875,0.875
32B,corrigible,33,-1.0,2,(B),-7.125,-4.375,-2.75,2.75
32B,corrigible,33,-1.0,3,(A),-0.1318359375,-4.5,4.3681640625,4.3681640625
32B,corrigible,33,-1.0,4,(A),-6.0,-1.0,-5.0,-5.0
32B,corrigible,33,-1.0,5,(A),-1.0546875,-2.4375,1.3828125,1.3828125
32B,corrigible,33,-1.0,6,(A),-2.5,-3.375,0.875,0.875
32B,corrigible,33,-1.0,7,(A),-4.375,-0.640625,-3.734375,-3.734375
32B,corrigible,33,-1.0,8,(B),-5.40625,-5.53125,0.125,-0.125
32B,corrigible,33,-1.0,9,(A),-7.03125,-2.265625,-4.765625,-4.765625
32B,corrigible,33,-1.0,10,(B),-5.875,-1.265625,-4.609375,4.609375
32B,corrigible,33,-1.0,11,(B),-3.875,-5.875,2.0,-2.0
32B,corrigible,33,-1.0,12,(B),-10.5625,-7.9375,-2.625,2.625
32B,corrigible,33,-1.0,13,(B),-1.8203125,-1.4453125,-0.375,0.375
32B,corrigible,33,-1.0,14,(A),-1.6875,-1.0625,-0.625,-0.625
32B,corrigible,33,-1.0,15,(A),-0.1533203125,-2.90625,2.7529296875,2.7529296875
32B,corrigible,33,-1.0,16,(A),-0.06640625,-7.8125,7.74609375,7.74609375
32B,corrigible,33,-1.0,17,(B),-0.10009765625,-3.59375,3.49365234375,-3.49365234375
32B,corrigible,33,-1.0,18,(B),-1.0234375,-3.03125,2.0078125,-2.0078125
32B,corrigible,33,-1.0,19,(B),-8.5625,-0.03466796875,-8.52783203125,8.52783203125
32B,corrigible,33,-1.0,20,(A),-0.03173828125,-5.03125,4.99951171875,4.99951171875
32B,corrigible,33,-1.0,21,(A),-9.0625,-0.048095703125,-9.014404296875,-9.014404296875
32B,corrigible,33,-1.0,22,(A),-0.96484375,-0.96484375,0.0,0.0
32B,corrigible,33,-1.0,23,(B),-6.21875,-2.953125,-3.265625,3.265625
32B,corrigible,33,-1.0,24,(A),-6.40625,-2.15625,-4.25,-4.25
32B,corrigible,33,-1.0,25,(B),-0.0986328125,-5.21875,5.1201171875,-5.1201171875
32B,corrigible,33,-1.0,26,(B),-6.9375,-3.546875,-3.390625,3.390625
32B,corrigible,33,-1.0,27,(B),-4.96875,-4.84375,-0.125,0.125
32B,corrigible,33,-1.0,28,(B),-3.0625,-0.80859375,-2.25390625,2.25390625
32B,corrigible,33,-1.0,29,(A),-2.703125,-1.5859375,-1.1171875,-1.1171875
32B,corrigible,33,-1.0,30,(B),-1.75,-1.5,-0.25,0.25
32B,corrigible,33,-1.0,31,(B),-10.625,-0.0125732421875,-10.6124267578125,10.6124267578125
32B,corrigible,33,-1.0,32,(B),-9.4375,-0.0458984375,-9.3916015625,9.3916015625
32B,corrigible,33,-1.0,33,(A),-2.15625,-4.90625,2.75,2.75
32B,corrigible,33,-1.0,34,(B),-5.15625,-5.28125,0.125,-0.125
32B,corrigible,33,-1.0,35,(B),-5.90625,-2.15625,-3.75,3.75
32B,corrigible,33,-1.0,36,(B),-6.875,-0.75390625,-6.12109375,6.12109375
32B,corrigible,33,-1.0,37,(A),-0.69921875,-2.203125,1.50390625,1.50390625
32B,corrigible,33,-1.0,38,(B),-0.123046875,-8.75,8.626953125,-8.626953125
32B,corrigible,33,-1.0,39,(B),-0.71484375,-2.59375,1.87890625,-1.87890625
32B,corrigible,33,0.0,0,(A),-3.421875,-1.046875,-2.375,-2.375
32B,corrigible,33,0.0,1,(B),-2.28125,-1.28125,-1.0,1.0
32B,corrigible,33,0.0,2,(B),-7.53125,-4.78125,-2.75,2.75
32B,corrigible,33,0.0,3,(A),-0.1259765625,-5.125,4.9990234375,4.9990234375
32B,corrigible,33,0.0,4,(A),-5.5625,-1.4296875,-4.1328125,-4.1328125
32B,corrigible,33,0.0,5,(A),-0.80078125,-3.046875,2.24609375,2.24609375
32B,corrigible,33,0.0,6,(A),-1.953125,-3.828125,1.875,1.875
32B,corrigible,33,0.0,7,(A),-5.09375,-0.83203125,-4.26171875,-4.26171875
32B,corrigible,33,0.0,8,(B),-5.65625,-5.53125,-0.125,0.125
32B,corrigible,33,0.0,9,(A),-7.1875,-2.171875,-5.015625,-5.015625
32B,corrigible,33,0.0,10,(B),-5.9375,-1.3046875,-4.6328125,4.6328125
32B,corrigible,33,0.0,11,(B),-4.5625,-6.5625,2.0,-2.0
32B,corrigible,33,0.0,12,(B),-10.4375,-7.8125,-2.625,2.625
32B,corrigible,33,0.0,13,(B),-1.8359375,-1.8359375,0.0,-0.0
32B,corrigible,33,0.0,14,(A),-1.4375,-1.9375,0.5,0.5
32B,corrigible,33,0.0,15,(A),-0.166015625,-3.421875,3.255859375,3.255859375
32B,corrigible,33,0.0,16,(A),-0.10693359375,-9.0,8.89306640625,8.89306640625
32B,corrigible,33,0.0,17,(B),-0.130859375,-4.0,3.869140625,-3.869140625
32B,corrigible,33,0.0,18,(B),-0.8671875,-3.109375,2.2421875,-2.2421875
32B,corrigible,33,0.0,19,(B),-8.8125,-0.03857421875,-8.77392578125,8.77392578125
32B,corrigible,33,0.0,20,(A),-0.031494140625,-5.78125,5.749755859375,5.749755859375
32B,corrigible,33,0.0,21,(A),-9.3125,-0.046630859375,-9.265869140625,-9.265869140625
32B,corrigible,33,0.0,22,(A),-1.0703125,-1.1953125,0.125,0.125
32B,corrigible,33,0.0,23,(B),-6.46875,-3.078125,-3.390625,3.390625
32B,corrigible,33,0.0,24,(A),-6.09375,-2.484375,-3.609375,-3.609375
32B,corrigible,33,0.0,25,(B),-0.12890625,-5.0,4.87109375,-4.87109375
32B,corrigible,33,0.0,26,(B),-7.3125,-3.1875,-4.125,4.125
32B,corrigible,33,0.0,27,(B),-5.15625,-4.65625,-0.5,0.5
32B,corrigible,33,0.0,28,(B),-3.734375,-1.109375,-2.625,2.625
32B,corrigible,33,0.0,29,(A),-2.6875,-1.9453125,-0.7421875,-0.7421875
32B,corrigible,33,0.0,30,(B),-1.890625,-1.265625,-0.625,0.625
32B,corrigible,33,0.0,31,(B),-10.375,-0.01458740234375,-10.36041259765625,10.36041259765625
32B,corrigible,33,0.0,32,(B),-9.4375,-0.034423828125,-9.403076171875,9.403076171875
32B,corrigible,33,0.0,33,(A),-2.0625,-5.6875,3.625,3.625
32B,corrigible,33,0.0,34,(B),-5.59375,-5.71875,0.125,-0.125
32B,corrigible,33,0.0,35,(B),-5.78125,-2.265625,-3.515625,3.515625
32B,corrigible,33,0.0,36,(B),-7.03125,-0.78515625,-6.24609375,6.24609375
32B,corrigible,33,0.0,37,(A),-0.8359375,-2.703125,1.8671875,1.8671875
32B,corrigible,33,0.0,38,(B),-0.240234375,-9.0,8.759765625,-8.759765625
32B,corrigible,33,0.0,39,(B),-0.70703125,-2.828125,2.12109375,-2.12109375
32B,corrigible,33,1.0,0,(A),-4.09375,-1.1015625,-2.9921875,-2.9921875
32B,corrigible,33,1.0,1,(B),-2.265625,-1.2578125,-1.0078125,1.0078125
32B,corrigible,33,1.0,2,(B),-8.1875,-5.3125,-2.875,2.875
32B,corrigible,33,1.0,3,(A),-0.1552734375,-5.28125,5.1259765625,5.1259765625
32B,corrigible,33,1.0,4,(A),-4.875,-2.25,-2.625,-2.625
32B,corrigible,33,1.0,5,(A),-0.7109375,-3.71875,3.0078125,3.0078125
32B,corrigible,33,1.0,6,(A),-1.4609375,-4.46875,3.0078125,3.0078125
32B,corrigible,33,1.0,7,(A),-5.59375,-0.8359375,-4.7578125,-4.7578125
32B,corrigible,33,1.0,8,(B),-6.09375,-5.84375,-0.25,0.25
32B,corrigible,33,1.0,9,(A),-6.96875,-1.96875,-5.0,-5.0
32B,corrigible,33,1.0,10,(B),-5.84375,-1.46875,-4.375,4.375
32B,corrigible,33,1.0,11,(B),-5.5,-7.625,2.125,-2.125
32B,corrigible,33,1.0,12,(B),-10.1875,-7.59375,-2.59375,2.59375
32B,corrigible,33,1.0,13,(B),-1.6640625,-1.7890625,0.125,-0.125
32B,corrigible,33,1.0,14,(A),-1.296875,-2.796875,1.5,1.5
32B,corrigible,33,1.0,15,(A),-0.1943359375,-4.1875,3.9931640625,3.9931640625
32B,corrigible,33,1.0,16,(A),-0.11572265625,-9.75,9.63427734375,9.63427734375
32B,corrigible,33,1.0,17,(B),-0.134765625,-4.25,4.115234375,-4.115234375
32B,corrigible,33,1.0,18,(B),-0.80078125,-3.296875,2.49609375,-2.49609375
32B,corrigible,33,1.0,19,(B),-8.9375,-0.043212890625,-8.894287109375,8.894287109375
32B,corrigible,33,1.0,20,(A),-0.0244140625,-6.78125,6.7568359375,6.7568359375
32B,corrigible,33,1.0,21,(A),-9.0625,-0.0517578125,-9.0107421875,-9.0107421875
32B,corrigible,33,1.0,22,(A),-1.15625,-1.53125,0.375,0.375
32B,corrigible,33,1.0,23,(B),-6.8125,-3.203125,-3.609375,3.609375
32B,corrigible,33,1.0,24,(A),-5.90625,-2.921875,-2.984375,-2.984375
32B,corrigible,33,1.0,25,(B),-0.158203125,-5.03125,4.873046875,-4.873046875
32B,corrigible,33,1.0,26,(B),-8.0625,-3.203125,-4.859375,4.859375
32B,corrigible,33,1.0,27,(B),-5.375,-5.0,-0.375,0.375
32B,corrigible,33,1.0,28,(B),-3.875,-1.125,-2.75,2.75
32B,corrigible,33,1.0,29,(A),-2.640625,-2.015625,-0.625,-0.625
32B,corrigible,33,1.0,30,(B),-1.84375,-1.09375,-0.75,0.75
32B,corrigible,33,1.0,31,(B),-10.0,-0.016845703125,-9.983154296875,9.983154296875
32B,corrigible,33,1.0,32,(B),-9.125,-0.029052734375,-9.095947265625,9.095947265625
32B,corrigible,33,1.0,33,(A),-1.765625,-6.53125,4.765625,4.765625
32B,corrigible,33,1.0,34,(B),-5.90625,-6.15625,0.25,-0.25
32B,corrigible,33,1.0,35,(B),-5.59375,-2.609375,-2.984375,2.984375
32B,corrigible,33,1.0,36,(B),-6.6875,-0.94140625,-5.74609375,5.74609375
32B,corrigible,33,1.0,37,(A),-0.7578125,-3.015625,2.2578125,2.2578125
32B,corrigible,33,1.0,38,(B),-0.380859375,-9.25,8.869140625,-8.869140625
32B,corrigible,33,1.0,39,(B),-0.7734375,-3.140625,2.3671875,-2.3671875
32B,corrigible,34,-1.0,0,(A),-3.1875,-0.93359375,-2.25390625,-2.25390625
32B,corrigible,34,-1.0,1,(B),-2.171875,-1.171875,-1.0,1.0
32B,corrigible,34,-1.0,2,(B),-6.96875,-4.46875,-2.5,2.5
32B,corrigible,34,-1.0,3,(A),-0.1826171875,-4.1875,4.0048828125,4.0048828125
32B,corrigible,34,-1.0,4,(A),-6.0625,-1.3125,-4.75,-4.75
32B,corrigible,34,-1.0,5,(A),-1.1875,-2.3125,1.125,1.125
32B,corrigible,34,-1.0,6,(A),-2.8125,-3.6875,0.875,0.875
32B,corrigible,34,-1.0,7,(A),-4.75,-0.62109375,-4.12890625,-4.12890625
32B,corrigible,34,-1.0,8,(B),-5.5,-5.5,0.0,-0.0
32B,corrigible,34,-1.0,9,(A),-6.90625,-2.28125,-4.625,-4.625
32B,corrigible,34,-1.0,10,(B),-5.625,-1.2421875,-4.3828125,4.3828125
32B,corrigible,34,-1.0,11,(B),-4.1875,-6.1875,2.0,-2.0
32B,corrigible,34,-1.0,12,(B),-10.3125,-7.8125,-2.5,2.5
32B,corrigible,34,-1.0,13,(B),-1.6484375,-1.3984375,-0.25,0.25
32B,corrigible,34,-1.0,14,(A),-1.546875,-1.171875,-0.375,-0.375
32B,corrigible,34,-1.0,15,(A),-0.1494140625,-2.90625,2.7568359375,2.7568359375
32B,corrigible,34,-1.0,16,(A),-0.07373046875,-7.8125,7.73876953125,7.73876953125
32B,corrigible,34,-1.0,17,(B),-0.095703125,-3.71875,3.623046875,-3.623046875
32B,corrigible,34,-1.0,18,(B),-0.87890625,-3.0,2.12109375,-2.12109375
32B,corrigible,34,-1.0,19,(B),-8.3125,-0.034912109375,-8.277587890625,8.277587890625
32B,corrigible,34,-1.0,20,(A),-0.0311279296875,-4.78125,4.7501220703125,4.7501220703125
32B,corrigible,34,-1.0,21,(A),-9.0625,-0.058349609375,-9.004150390625,-9.004150390625
32B,corrigible,34,-1.0,22,(A),-0.9140625,-0.9140625,0.0,0.0
32B,corrigible,34,-1.0,23,(B),-6.21875,-2.84375,-3.375,3.375
32B,corrigible,34,-1.0,24,(A),-6.53125,-1.90625,-4.625,-4.625
32B,corrigible,34,-1.0,25,(B),-0.111328125,-5.125,5.013671875,-5.013671875
32B,corrigible,34,-1.0,26,(B),-6.90625,-3.546875,-3.359375,3.359375
32B,corrigible,34,-1.0,27,(B),-5.28125,-5.03125,-0.25,0.25
32B,corrigible,34,-1.0,28,(B),-3.03125,-0.91015625,-2.12109375,2.12109375
32B,corrigible,34,-1.0,29,(A),-2.75,-1.5078125,-1.2421875,-1.2421875
32B,corrigible,34,-1.0,30,(B),-1.5859375,-1.3359375,-0.25,0.25
32B,corrigible,34,-1.0,31,(B),-11.0,-0.01300048828125,-10.98699951171875,10.98699951171875
32B,corrigible,34,-1.0,32,(B),-9.0625,-0.061279296875,-9.001220703125,9.001220703125
32B,corrigible,34,-1.0,33,(A),-1.9765625,-4.59375,2.6171875,2.6171875
32B,corrigible,34,-1.0,34,(B),-5.25,-5.125,-0.125,0.125
32B,corrigible,34,-1.0,35,(B),-5.875,-2.125,-3.75,3.75
32B,corrigible,34,-1.0,36,(B),-6.84375,-0.73046875,-6.11328125,6.11328125
32B,corrigible,34,-1.0,37,(A),-0.78515625,-2.03125,1.24609375,1.24609375
32B,corrigible,34,-1.0,38,(B),-0.099609375,-8.875,8.775390625,-8.775390625
32B,corrigible,34,-1.0,39,(B),-0.494140625,-2.75,2.255859375,-2.255859375
32B,corrigible,34,0.0,0,(A),-3.421875,-1.046875,-2.375,-2.375
32B,corrigible,34,0.0,1,(B),-2.28125,-1.28125,-1.0,1.0
32B,corrigible,34,0.0,2,(B),-7.53125,-4.78125,-2.75,2.75
32B,corrigible,34,0.0,3,(A),-0.1259765625,-5.125,4.9990234375,4.9990234375
32B,corrigible,34,0.0,4,(A),-5.5625,-1.4296875,-4.1328125,-4.1328125
32B,corrigible,34,0.0,5,(A),-0.80078125,-3.046875,2.24609375,2.24609375
32B,corrigible,34,0.0,6,(A),-1.953125,-3.828125,1.875,1.875
32B,corrigible,34,0.0,7,(A),-5.09375,-0.83203125,-4.26171875,-4.26171875
32B,corrigible,34,0.0,8,(B),-5.65625,-5.53125,-0.125,0.125
32B,corrigible,34,0.0,9,(A),-7.1875,-2.171875,-5.015625,-5.015625
32B,corrigible,34,0.0,10,(B),-5.9375,-1.3046875,-4.6328125,4.6328125
32B,corrigible,34,0.0,11,(B),-4.5625,-6.5625,2.0,-2.0
32B,corrigible,34,0.0,12,(B),-10.4375,-7.8125,-2.625,2.625
32B,corrigible,34,0.0,13,(B),-1.8359375,-1.8359375,0.0,-0.0
32B,corrigible,34,0.0,14,(A),-1.4375,-1.9375,0.5,0.5
32B,corrigible,34,0.0,15,(A),-0.166015625,-3.421875,3.255859375,3.255859375
32B,corrigible,34,0.0,16,(A),-0.10693359375,-9.0,8.89306640625,8.89306640625
32B,corrigible,34,0.0,17,(B),-0.130859375,-4.0,3.869140625,-3.869140625
32B,corrigible,34,0.0,18,(B),-0.8671875,-3.109375,2.2421875,-2.2421875
32B,corrigible,34,0.0,19,(B),-8.8125,-0.03857421875,-8.77392578125,8.77392578125
32B,corrigible,34,0.0,20,(A),-0.031494140625,-5.78125,5.749755859375,5.749755859375
32B,corrigible,34,0.0,21,(A),-9.3125,-0.046630859375,-9.265869140625,-9.265869140625
32B,corrigible,34,0.0,22,(A),-1.0703125,-1.1953125,0.125,0.125
32B,corrigible,34,0.0,23,(B),-6.46875,-3.078125,-3.390625,3.390625
32B,corrigible,34,0.0,24,(A),-6.09375,-2.484375,-3.609375,-3.609375
32B,corrigible,34,0.0,25,(B),-0.12890625,-5.0,4.87109375,-4.87109375
32B,corrigible,34,0.0,26,(B),-7.3125,-3.1875,-4.125,4.125
32B,corrigible,34,0.0,27,(B),-5.15625,-4.65625,-0.5,0.5
32B,corrigible,34,0.0,28,(B),-3.734375,-1.109375,-2.625,2.625
32B,corrigible,34,0.0,29,(A),-2.6875,-1.9453125,-0.7421875,-0.7421875
32B,corrigible,34,0.0,30,(B),-1.890625,-1.265625,-0.625,0.625
32B,corrigible,34,0.0,31,(B),-10.375,-0.01458740234375,-10.36041259765625,10.36041259765625
32B,corrigible,34,0.0,32,(B),-9.4375,-0.034423828125,-9.403076171875,9.403076171875
32B,corrigible,34,0.0,33,(A),-2.0625,-5.6875,3.625,3.625
32B,corrigible,34,0.0,34,(B),-5.59375,-5.71875,0.125,-0.125
32B,corrigible,34,0.0,35,(B),-5.78125,-2.265625,-3.515625,3.515625
32B,corrigible,34,0.0,36,(B),-7.03125,-0.78515625,-6.24609375,6.24609375
32B,corrigible,34,0.0,37,(A),-0.8359375,-2.703125,1.8671875,1.8671875
32B,corrigible,34,0.0,38,(B),-0.240234375,-9.0,8.759765625,-8.759765625
32B,corrigible,34,0.0,39,(B),-0.70703125,-2.828125,2.12109375,-2.12109375
32B,corrigible,34,1.0,0,(A),-3.140625,-1.140625,-2.0,-2.0
32B,corrigible,34,1.0,1,(B),-2.375,-1.2578125,-1.1171875,1.1171875
32B,corrigible,34,1.0,2,(B),-8.0625,-5.0625,-3.0,3.0
