model,concept,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
8B,corrigible,17,-1.0,31,(B),-7.0,-0.0026702880859375,-6.9973297119140625,6.9973297119140625
8B,corrigible,17,-1.0,32,(B),-4.96875,-0.09130859375,-4.87744140625,4.87744140625
8B,corrigible,17,-1.0,33,(A),-5.0625,-0.1943359375,-4.8681640625,-4.8681640625
8B,corrigible,17,-1.0,34,(B),-9.9375,-5.09375,-4.84375,4.84375
8B,corrigible,17,-1.0,35,(B),-4.9375,-0.181640625,-4.755859375,4.755859375
8B,corrigible,17,-1.0,36,(B),-5.90625,-0.416015625,-5.490234375,5.490234375
8B,corrigible,17,-1.0,37,(A),-12.0,-0.005828857421875,-11.994171142578125,-11.994171142578125
8B,corrigible,17,-1.0,38,(B),-0.7578125,-1.0078125,0.25,-0.25
8B,corrigible,17,-1.0,39,(B),-0.05322265625,-7.9375,7.88427734375,-7.88427734375
8B,corrigible,17,0.0,0,(A),-2.53125,-1.28125,-1.25,-1.25
8B,corrigible,17,0.0,1,(B),-0.13671875,-6.625,6.48828125,-6.48828125
8B,corrigible,17,0.0,2,(B),-10.3125,-0.1826171875,-10.1298828125,10.1298828125
8B,corrigible,17,0.0,3,(A),-3.09375,-4.21875,1.125,1.125
8B,corrigible,17,0.0,4,(A),-17.125,-7.125,-10.0,-10.0
8B,corrigible,17,0.0,5,(A),-1.015625,-3.515625,2.5,2.5
8B,corrigible,17,0.0,6,(A),-15.75,-10.0,-5.75,-5.75
8B,corrigible,17,0.0,7,(A),-18.125,-4.28125,-13.84375,-13.84375
8B,corrigible,17,0.0,8,(B),-10.125,-2.109375,-8.015625,8.015625
8B,corrigible,17,0.0,9,(A),-11.9375,-0.462890625,-11.474609375,-11.474609375
8B,corrigible,17,0.0,10,(B),-8.625,-3.0,-5.625,5.625
8B,corrigible,17,0.0,11,(B),-0.69140625,-4.6875,3.99609375,-3.99609375
8B,corrigible,17,0.0,12,(B),-11.5,-0.1435546875,-11.3564453125,11.3564453125
8B,corrigible,17,0.0,13,(B),-2.859375,-7.75,4.890625,-4.890625
8B,corrigible,17,0.0,14,(A),-11.9375,-4.4375,-7.5,-7.5
8B,corrigible,17,0.0,15,(A),-0.00013446807861328125,-9.0,8.999865531921387,8.999865531921387
8B,corrigible,17,0.0,16,(A),-0.003814697265625,-9.125,9.121185302734375,9.121185302734375
8B,corrigible,17,0.0,17,(B),-0.08251953125,-3.578125,3.49560546875,-3.49560546875
8B,corrigible,17,0.0,18,(B),-0.53125,-1.53125,1.0,-1.0
8B,corrigible,17,0.0,19,(B),-19.875,-0.0027008056640625,-19.872299194335938,19.872299194335938
8B,corrigible,17,0.0,20,(A),-0.005218505859375,-7.5,7.494781494140625,7.494781494140625
8B,corrigible,17,0.0,21,(A),-14.875,-1.484375,-13.390625,-13.390625
8B,corrigible,17,0.0,22,(A),-11.375,-3.125,-8.25,-8.25
8B,corrigible,17,0.0,23,(B),-12.4375,-3.578125,-8.859375,8.859375
8B,corrigible,17,0.0,24,(A),-1.609375,-4.75,3.140625,3.140625
8B,corrigible,17,0.0,25,(B),-0.87890625,-1.0078125,0.12890625,-0.12890625
8B,corrigible,17,0.0,26,(B),-10.4375,-0.0849609375,-10.3525390625,10.3525390625
8B,corrigible,17,0.0,27,(B),-2.140625,-7.625,5.484375,-5.484375
8B,corrigible,17,0.0,28,(B),-9.9375,-11.9375,2.0,-2.0
8B,corrigible,17,0.0,29,(A),-15.0,-5.125,-9.875,-9.875
8B,corrigible,17,0.0,30,(B),-8.625,-11.375,2.75,-2.75
8B,corrigible,17,0.0,31,(B),-10.125,-0.0023345947265625,-10.122665405273438,10.122665405273438
8B,corrigible,17,0.0,32,(B),-13.5625,-3.59375,-9.96875,9.96875
8B,corrigible,17,0.0,33,(A),-1.203125,-5.34375,4.140625,4.140625
8B,corrigible,17,0.0,34,(B),-10.0625,-2.828125,-7.234375,7.234375
8B,corrigible,17,0.0,35,(B),-2.09375,-0.58984375,-1.50390625,1.50390625
8B,corrigible,17,0.0,36,(B),-6.21875,-2.09375,-4.125,4.125
8B,corrigible,17,0.0,37,(A),-5.21875,-0.08349609375,-5.13525390625,-5.13525390625
8B,corrigible,17,0.0,38,(B),-0.01116943359375,-6.25,6.23883056640625,-6.23883056640625
8B,corrigible,17,0.0,39,(B),-0.62890625,-8.875,8.24609375,-8.24609375
8B,corrigible,17,1.0,0,(A),-0.02783203125,-4.78125,4.75341796875,4.75341796875
8B,corrigible,17,1.0,1,(B),-7.71875,-0.087890625,-7.630859375,7.630859375
8B,corrigible,17,1.0,2,(B),-13.375,-0.0101318359375,-13.3648681640625,13.3648681640625
8B,corrigible,17,1.0,3,(A),-0.018310546875,-5.53125,5.512939453125,5.512939453125
8B,corrigible,17,1.0,4,(A),-6.34375,-2.84375,-3.5,-3.5
8B,corrigible,17,1.0,5,(A),-0.1142578125,-5.875,5.7607421875,5.7607421875
8B,corrigible,17,1.0,6,(A),-0.578125,-3.078125,2.5,2.5
8B,corrigible,17,1.0,7,(A),-6.53125,-0.91015625,-5.62109375,-5.62109375
8B,corrigible,17,1.0,8,(B),-12.8125,-0.17578125,-12.63671875,12.63671875
8B,corrigible,17,1.0,9,(A),-7.84375,-0.466796875,-7.376953125,-7.376953125
8B,corrigible,17,1.0,10,(B),-14.25,-0.004302978515625,-14.245697021484375,14.245697021484375
8B,corrigible,17,1.0,11,(B),-5.1875,-2.0625,-3.125,3.125
8B,corrigible,17,1.0,12,(B),-13.75,-0.0269775390625,-13.7230224609375,13.7230224609375
8B,corrigible,17,1.0,13,(B),-11.1875,-4.15625,-7.03125,7.03125
8B,corrigible,17,1.0,14,(A),-1.921875,-1.671875,-0.25,-0.25
8B,corrigible,17,1.0,15,(A),-1.4543533325195312e-05,-12.0,11.999985456466675,11.999985456466675
8B,corrigible,17,1.0,16,(A),-0.0003414154052734375,-11.75,11.749658584594727,11.749658584594727
8B,corrigible,17,1.0,17,(B),-12.625,-0.01348876953125,-12.61151123046875,12.61151123046875
8B,corrigible,17,1.0,18,(B),-13.375,-0.000461578369140625,-13.37453842163086,13.37453842163086
8B,corrigible,17,1.0,19,(B),-19.875,-0.0003833770751953125,-19.874616622924805,19.874616622924805
8B,corrigible,17,1.0,20,(A),-0.00011205673217773438,-11.375,11.374887943267822,11.374887943267822
8B,corrigible,17,1.0,21,(A),-10.25,-3.140625,-7.109375,-7.109375
8B,corrigible,17,1.0,22,(A),-4.28125,-2.890625,-1.390625,-1.390625
8B,corrigible,17,1.0,23,(B),-8.25,-0.37109375,-7.87890625,7.87890625
8B,corrigible,17,1.0,24,(A),-0.162109375,-5.53125,5.369140625,5.369140625
8B,corrigible,17,1.0,25,(B),-6.96875,-0.10302734375,-6.86572265625,6.86572265625
8B,corrigible,17,1.0,26,(B),-14.125,-0.002716064453125,-14.122283935546875,14.122283935546875
8B,corrigible,17,1.0,27,(B),-6.78125,-0.39453125,-6.38671875,6.38671875
8B,corrigible,17,1.0,28,(B),-11.1875,-8.1875,-3.0,3.0
8B,corrigible,17,1.0,29,(A),-7.125,-3.765625,-3.359375,-3.359375
8B,corrigible,17,1.0,30,(B),-8.25,-3.609375,-4.640625,4.640625
8B,corrigible,17,1.0,31,(B),-12.625,-0.00023746490478515625,-12.624762535095215,12.624762535095215
8B,corrigible,17,1.0,32,(B),-15.375,-0.00162506103515625,-15.373374938964844,15.373374938964844
8B,corrigible,17,1.0,33,(A),-0.0035858154296875,-8.0,7.9964141845703125,7.9964141845703125
8B,corrigible,17,1.0,34,(B),-7.03125,-2.515625,-4.515625,4.515625
8B,corrigible,17,1.0,35,(B),-5.46875,-0.09375,-5.375,5.375
8B,corrigible,17,1.0,36,(B),-13.625,-0.0167236328125,-13.6082763671875,13.6082763671875
8B,corrigible,17,1.0,37,(A),-0.0036468505859375,-6.625,6.6213531494140625,6.6213531494140625
8B,corrigible,17,1.0,38,(B),-0.00408935546875,-6.5,6.49591064453125,-6.49591064453125
8B,corrigible,17,1.0,39,(B),-4.09375,-7.46875,3.375,-3.375
8B,corrigible,18,-1.0,0,(A),-10.125,-0.09814453125,-10.02685546875,-10.02685546875
8B,corrigible,18,-1.0,1,(B),-11.0625,-0.0361328125,-11.0263671875,11.0263671875
8B,corrigible,18,-1.0,2,(B),-6.0,-0.2451171875,-5.7548828125,5.7548828125
8B,corrigible,18,-1.0,3,(A),-8.5,-0.73828125,-7.76171875,-7.76171875
8B,corrigible,18,-1.0,4,(A),-12.375,-0.2353515625,-12.1396484375,-12.1396484375
8B,corrigible,18,-1.0,5,(A),-4.25,-1.390625,-2.859375,-2.859375
8B,corrigible,18,-1.0,6,(A),-14.25,-5.75,-8.5,-8.5
8B,corrigible,18,-1.0,7,(A),-15.4375,-0.06396484375,-15.37353515625,-15.37353515625
8B,corrigible,18,-1.0,8,(B),-6.0,-1.5,-4.5,4.5
8B,corrigible,18,-1.0,9,(A),-12.6875,-0.447265625,-12.240234375,-12.240234375
8B,corrigible,18,-1.0,10,(B),-4.46875,-0.212890625,-4.255859375,4.255859375
8B,corrigible,18,-1.0,11,(B),-0.96875,-1.71875,0.75,-0.75
8B,corrigible,18,-1.0,12,(B),-9.625,-0.7421875,-8.8828125,8.8828125
8B,corrigible,18,-1.0,13,(B),-6.0625,-0.0498046875,-6.0126953125,6.0126953125
8B,corrigible,18,-1.0,14,(A),-11.3125,-0.466796875,-10.845703125,-10.845703125
8B,corrigible,18,-1.0,15,(A),-1.3125,-0.314453125,-0.998046875,-0.998046875
8B,corrigible,18,-1.0,16,(A),-0.2333984375,-3.234375,3.0009765625,3.0009765625
8B,corrigible,18,-1.0,17,(B),-9.875,-0.004058837890625,-9.870941162109375,9.870941162109375
8B,corrigible,18,-1.0,18,(B),-1.1953125,-0.44140625,-0.75390625,0.75390625
8B,corrigible,18,-1.0,19,(B),-11.1875,-0.033203125,-11.154296875,11.154296875
8B,corrigible,18,-1.0,20,(A),-2.171875,-0.171875,-2.0,-2.0
8B,corrigible,18,-1.0,21,(A),-13.5,-0.34765625,-13.15234375,-13.15234375
8B,corrigible,18,-1.0,22,(A),-13.6875,-0.15625,-13.53125,-13.53125
8B,corrigible,18,-1.0,23,(B),-11.5,-1.1484375,-10.3515625,10.3515625
8B,corrigible,18,-1.0,24,(A),-5.28125,-0.515625,-4.765625,-4.765625
8B,corrigible,18,-1.0,25,(B),-0.462890625,-1.2109375,0.748046875,-0.748046875
8B,corrigible,18,-1.0,26,(B),-10.25,-0.0235595703125,-10.2264404296875,10.2264404296875
8B,corrigible,18,-1.0,27,(B),-7.59375,-0.1025390625,-7.4912109375,7.4912109375
8B,corrigible,18,-1.0,28,(B),-3.71875,-2.21875,-1.5,1.5
8B,corrigible,18,-1.0,29,(A),-12.0625,-0.205078125,-11.857421875,-11.857421875
8B,corrigible,18,-1.0,30,(B),-10.0,-6.0,-4.0,4.0
8B,corrigible,18,-1.0,31,(B),-5.5,-0.0068359375,-5.4931640625,5.4931640625
8B,corrigible,18,-1.0,32,(B),-7.15625,-0.16796875,-6.98828125,6.98828125
8B,corrigible,18,-1.0,33,(A),-6.46875,-3.71875,-2.75,-2.75
8B,corrigible,18,-1.0,34,(B),-10.8125,-2.3125,-8.5,8.5
8B,corrigible,18,-1.0,35,(B),-5.0625,-0.076171875,-4.986328125,4.986328125
8B,corrigible,18,-1.0,36,(B),-9.0,-0.1142578125,-8.8857421875,8.8857421875
8B,corrigible,18,-1.0,37,(A),-10.625,-0.00830078125,-10.61669921875,-10.61669921875
8B,corrigible,18,-1.0,38,(B),-0.294921875,-1.546875,1.251953125,-1.251953125
8B,corrigible,18,-1.0,39,(B),-1.046875,-1.046875,0.0,-0.0
8B,corrigible,18,0.0,0,(A),-2.53125,-1.28125,-1.25,-1.25
8B,corrigible,18,0.0,1,(B),-0.13671875,-6.625,6.48828125,-6.48828125
8B,corrigible,18,0.0,2,(B),-10.3125,-0.1826171875,-10.1298828125,10.1298828125
8B,corrigible,18,0.0,3,(A),-3.09375,-4.21875,1.125,1.125
8B,corrigible,18,0.0,4,(A),-17.125,-7.125,-10.0,-10.0
8B,corrigible,18,0.0,5,(A),-1.015625,-3.515625,2.5,2.5
8B,corrigible,18,0.0,6,(A),-15.75,-10.0,-5.75,-5.75
8B,corrigible,18,0.0,7,(A),-18.125,-4.28125,-13.84375,-13.84375
8B,corrigible,18,0.0,8,(B),-10.125,-2.109375,-8.015625,8.015625
8B,corrigible,18,0.0,9,(A),-11.9375,-0.462890625,-11.474609375,-11.474609375
8B,corrigible,18,0.0,10,(B),-8.625,-3.0,-5.625,5.625
8B,corrigible,18,0.0,11,(B),-0.69140625,-4.6875,3.99609375,-3.99609375
8B,corrigible,18,0.0,12,(B),-11.5,-0.1435546875,-11.3564453125,11.3564453125
8B,corrigible,18,0.0,13,(B),-2.859375,-7.75,4.890625,-4.890625
8B,corrigible,18,0.0,14,(A),-11.9375,-4.4375,-7.5,-7.5
8B,corrigible,18,0.0,15,(A),-0.00013446807861328125,-9.0,8.999865531921387,8.999865531921387
8B,corrigible,18,0.0,16,(A),-0.003814697265625,-9.125,9.121185302734375,9.121185302734375
8B,corrigible,18,0.0,17,(B),-0.08251953125,-3.578125,3.49560546875,-3.49560546875
8B,corrigible,18,0.0,18,(B),-0.53125,-1.53125,1.0,-1.0
8B,corrigible,18,0.0,19,(B),-19.875,-0.0027008056640625,-19.872299194335938,19.872299194335938
8B,corrigible,18,0.0,20,(A),-0.005218505859375,-7.5,7.494781494140625,7.494781494140625
8B,corrigible,18,0.0,21,(A),-14.875,-1.484375,-13.390625,-13.390625
8B,corrigible,18,0.0,22,(A),-11.375,-3.125,-8.25,-8.25
8B,corrigible,18,0.0,23,(B),-12.4375,-3.578125,-8.859375,8.859375
8B,corrigible,18,0.0,24,(A),-1.609375,-4.75,3.140625,3.140625
8B,corrigible,18,0.0,25,(B),-0.87890625,-1.0078125,0.12890625,-0.12890625
8B,corrigible,18,0.0,26,(B),-10.4375,-0.0849609375,-10.3525390625,10.3525390625
8B,corrigible,18,0.0,27,(B),-2.140625,-7.625,5.484375,-5.484375
8B,corrigible,18,0.0,28,(B),-9.9375,-11.9375,2.0,-2.0
8B,corrigible,18,0.0,29,(A),-15.0,-5.125,-9.875,-9.875
8B,corrigible,18,0.0,30,(B),-8.625,-11.375,2.75,-2.75
8B,corrigible,18,0.0,31,(B),-10.125,-0.0023345947265625,-10.122665405273438,10.122665405273438
8B,corrigible,18,0.0,32,(B),-13.5625,-3.59375,-9.96875,9.96875
8B,corrigible,18,0.0,33,(A),-1.203125,-5.34375,4.140625,4.140625
8B,corrigible,18,0.0,34,(B),-10.0625,-2.828125,-7.234375,7.234375
8B,corrigible,18,0.0,35,(B),-2.09375,-0.58984375,-1.50390625,1.50390625
8B,corrigible,18,0.0,36,(B),-6.21875,-2.09375,-4.125,4.125
8B,corrigible,18,0.0,37,(A),-5.21875,-0.08349609375,-5.13525390625,-5.13525390625
8B,corrigible,18,0.0,38,(B),-0.01116943359375,-6.25,6.23883056640625,-6.23883056640625
8B,corrigible,18,0.0,39,(B),-0.62890625,-8.875,8.24609375,-8.24609375
8B,corrigible,18,1.0,0,(A),-0.75,-2.0,1.25,1.25
8B,corrigible,18,1.0,1,(B),-0.71875,-2.96875,2.25,-2.25
8B,corrigible,18,1.0,2,(B),-12.75,-0.0142822265625,-12.7357177734375,12.7357177734375
8B,corrigible,18,1.0,3,(A),-0.03369140625,-5.03125,4.99755859375,4.99755859375
8B,corrigible,18,1.0,4,(A),-14.125,-9.25,-4.875,-4.875
8B,corrigible,18,1.0,5,(A),-0.35546875,-3.109375,2.75390625,2.75390625
8B,corrigible,18,1.0,6,(A),-9.9375,-9.0625,-0.875,-0.875
8B,corrigible,18,1.0,7,(A),-16.875,-7.71875,-9.15625,-9.15625
8B,corrigible,18,1.0,8,(B),-11.0,-0.1298828125,-10.8701171875,10.8701171875
8B,corrigible,18,1.0,9,(A),-5.6875,-1.203125,-4.484375,-4.484375
8B,corrigible,18,1.0,10,(B),-9.625,-0.90625,-8.71875,8.71875
8B,corrigible,18,1.0,11,(B),-6.25,-3.5,-2.75,2.75
8B,corrigible,18,1.0,12,(B),-11.625,-0.01544189453125,-11.60955810546875,11.60955810546875
8B,corrigible,18,1.0,13,(B),-16.625,-16.875,0.25,-0.25
8B,corrigible,18,1.0,14,(A),-9.875,-6.03125,-3.84375,-3.84375
8B,corrigible,18,1.0,15,(A),-2.0742416381835938e-05,-11.25,11.249979257583618,11.249979257583618
8B,corrigible,18,1.0,16,(A),-0.000492095947265625,-9.875,9.874507904052734,9.874507904052734
8B,corrigible,18,1.0,17,(B),-5.3125,-1.0625,-4.25,4.25
8B,corrigible,18,1.0,18,(B),-3.4375,-0.057861328125,-3.379638671875,3.379638671875
8B,corrigible,18,1.0,19,(B),-19.625,-0.0002269744873046875,-19.624773025512695,19.624773025512695
8B,corrigible,18,1.0,20,(A),-0.000640869140625,-8.75,8.749359130859375,8.749359130859375
8B,corrigible,18,1.0,21,(A),-13.8125,-8.6875,-5.125,-5.125
8B,corrigible,18,1.0,22,(A),-8.8125,-5.28125,-3.53125,-3.53125
8B,corrigible,18,1.0,23,(B),-8.875,-2.484375,-6.390625,6.390625
8B,corrigible,18,1.0,24,(A),-0.84375,-3.59375,2.75,2.75
8B,corrigible,18,1.0,25,(B),-4.0,-0.134765625,-3.865234375,3.865234375
8B,corrigible,18,1.0,26,(B),-14.25,-0.00433349609375,-14.24566650390625,14.24566650390625
8B,corrigible,18,1.0,27,(B),-7.65625,-6.90625,-0.75,0.75
8B,corrigible,18,1.0,28,(B),-15.4375,-15.0625,-0.375,0.375
8B,corrigible,18,1.0,29,(A),-11.375,-7.5,-3.875,-3.875
8B,corrigible,18,1.0,30,(B),-9.0625,-5.90625,-3.15625,3.15625
8B,corrigible,18,1.0,31,(B),-9.5,-0.000583648681640625,-9.49941635131836,9.49941635131836
8B,corrigible,18,1.0,32,(B),-12.8125,-0.83203125,-11.98046875,11.98046875
8B,corrigible,18,1.0,33,(A),-0.06494140625,-6.0625,5.99755859375,5.99755859375
8B,corrigible,18,1.0,34,(B),-7.4375,-3.8125,-3.625,3.625
8B,corrigible,18,1.0,35,(B),-5.03125,-0.03662109375,-4.99462890625,4.99462890625
8B,corrigible,18,1.0,36,(B),-8.25,-0.640625,-7.609375,7.609375
8B,corrigible,18,1.0,37,(A),-0.40625,-1.15625,0.75,0.75
8B,corrigible,18,1.0,38,(B),-0.00439453125,-5.75,5.74560546875,-5.74560546875
8B,corrigible,18,1.0,39,(B),-9.1875,-13.0625,3.875,-3.875
8B,corrigible,19,-1.0,0,(A),-3.515625,-0.265625,-3.25,-3.25
8B,corrigible,19,-1.0,1,(B),-10.6875,-0.036376953125,-10.651123046875,10.651123046875
8B,corrigible,19,-1.0,2,(B),-5.1875,-0.9453125,-4.2421875,4.2421875
8B,corrigible,19,-1.0,3,(A),-4.75,-1.359375,-3.390625,-3.390625
8B,corrigible,19,-1.0,4,(A),-9.8125,-1.34375,-8.46875,-8.46875
8B,corrigible,19,-1.0,5,(A),-3.6875,-1.1875,-2.5,-2.5
8B,corrigible,19,-1.0,6,(A),-10.0625,-5.59375,-4.46875,-4.46875
8B,corrigible,19,-1.0,7,(A),-11.5625,-0.1875,-11.375,-11.375
8B,corrigible,19,-1.0,8,(B),-7.40625,-3.390625,-4.015625,4.015625
8B,corrigible,19,-1.0,9,(A),-10.0625,-0.95703125,-9.10546875,-9.10546875
8B,corrigible,19,-1.0,10,(B),-4.4375,-0.55078125,-3.88671875,3.88671875
8B,corrigible,19,-1.0,11,(B),-2.65625,-1.65625,-1.0,1.0
8B,corrigible,19,-1.0,12,(B),-7.875,-1.125,-6.75,6.75
8B,corrigible,19,-1.0,13,(B),-7.15625,-0.150390625,-7.005859375,7.005859375
8B,corrigible,19,-1.0,14,(A),-8.1875,-0.6875,-7.5,-7.5
8B,corrigible,19,-1.0,15,(A),-0.388671875,-1.140625,0.751953125,0.751953125
8B,corrigible,19,-1.0,16,(A),-0.055419921875,-3.5625,3.507080078125,3.507080078125
8B,corrigible,19,-1.0,17,(B),-2.15625,-0.150390625,-2.005859375,2.005859375
8B,corrigible,19,-1.0,18,(B),-2.859375,-0.1044921875,-2.7548828125,2.7548828125
8B,corrigible,19,-1.0,19,(B),-11.5,-0.009521484375,-11.490478515625,11.490478515625
8B,corrigible,19,-1.0,20,(A),-2.84375,-0.08837890625,-2.75537109375,-2.75537109375
8B,corrigible,19,-1.0,21,(A),-9.6875,-0.439453125,-9.248046875,-9.248046875
8B,corrigible,19,-1.0,22,(A),-9.5,-1.5078125,-7.9921875,-7.9921875
8B,corrigible,19,-1.0,23,(B),-9.5625,-3.546875,-6.015625,6.015625
8B,corrigible,19,-1.0,24,(A),-5.3125,-1.9453125,-3.3671875,-3.3671875
8B,corrigible,19,-1.0,25,(B),-0.177734375,-1.9296875,1.751953125,-1.751953125
8B,corrigible,19,-1.0,26,(B),-7.125,-0.11474609375,-7.01025390625,7.01025390625
8B,corrigible,19,-1.0,27,(B),-5.25,-0.74609375,-4.50390625,4.50390625
8B,corrigible,19,-1.0,28,(B),-5.0625,-4.1875,-0.875,0.875
8B,corrigible,19,-1.0,29,(A),-9.8125,-0.6796875,-9.1328125,-9.1328125
8B,corrigible,19,-1.0,30,(B),-10.3125,-6.53125,-3.78125,3.78125
8B,corrigible,19,-1.0,31,(B),-5.0,-0.01116943359375,-4.98883056640625,4.98883056640625
8B,corrigible,19,-1.0,32,(B),-7.28125,-3.28125,-4.0,4.0
8B,corrigible,19,-1.0,33,(A),-2.4375,-1.1875,-1.25,-1.25
8B,corrigible,19,-1.0,34,(B),-10.625,-3.96875,-6.65625,6.65625
8B,corrigible,19,-1.0,35,(B),-4.53125,-0.291015625,-4.240234375,4.240234375
8B,corrigible,19,-1.0,36,(B),-7.625,-0.2392578125,-7.3857421875,7.3857421875
8B,corrigible,19,-1.0,37,(A),-5.5,-0.1298828125,-5.3701171875,-5.3701171875
8B,corrigible,19,-1.0,38,(B),-1.921875,-0.419921875,-1.501953125,1.501953125
8B,corrigible,19,-1.0,39,(B),-1.6171875,-1.6171875,0.0,-0.0
8B,corrigible,19,0.0,0,(A),-2.53125,-1.28125,-1.25,-1.25
8B,corrigible,19,0.0,1,(B),-0.13671875,-6.625,6.48828125,-6.48828125
8B,corrigible,19,0.0,2,(B),-10.3125,-0.1826171875,-10.1298828125,10.1298828125
8B,corrigible,19,0.0,3,(A),-3.09375,-4.21875,1.125,1.125
8B,corrigible,19,0.0,4,(A),-17.125,-7.125,-10.0,-10.0
8B,corrigible,19,0.0,5,(A),-1.015625,-3.515625,2.5,2.5
8B,corrigible,19,0.0,6,(A),-15.75,-10.0,-5.75,-5.75
8B,corrigible,19,0.0,7,(A),-18.125,-4.28125,-13.84375,-13.84375
8B,corrigible,19,0.0,8,(B),-10.125,-2.109375,-8.015625,8.015625
8B,corrigible,19,0.0,9,(A),-11.9375,-0.462890625,-11.474609375,-11.474609375
8B,corrigible,19,0.0,10,(B),-8.625,-3.0,-5.625,5.625
8B,corrigible,19,0.0,11,(B),-0.69140625,-4.6875,3.99609375,-3.99609375
8B,corrigible,19,0.0,12,(B),-11.5,-0.1435546875,-11.3564453125,11.3564453125
8B,corrigible,19,0.0,13,(B),-2.859375,-7.75,4.890625,-4.890625
8B,corrigible,19,0.0,14,(A),-11.9375,-4.4375,-7.5,-7.5
8B,corrigible,19,0.0,15,(A),-0.00013446807861328125,-9.0,8.999865531921387,8.999865531921387
8B,corrigible,19,0.0,16,(A),-0.003814697265625,-9.125,9.121185302734375,9.121185302734375
8B,corrigible,19,0.0,17,(B),-0.08251953125,-3.578125,3.49560546875,-3.49560546875
8B,corrigible,19,0.0,18,(B),-0.53125,-1.53125,1.0,-1.0
8B,corrigible,19,0.0,19,(B),-19.875,-0.0027008056640625,-19.872299194335938,19.872299194335938
8B,corrigible,19,0.0,20,(A),-0.005218505859375,-7.5,7.494781494140625,7.494781494140625
8B,corrigible,19,0.0,21,(A),-14.875,-1.484375,-13.390625,-13.390625
8B,corrigible,19,0.0,22,(A),-11.375,-3.125,-8.25,-8.25
8B,corrigible,19,0.0,23,(B),-12.4375,-3.578125,-8.859375,8.859375
8B,corrigible,19,0.0,24,(A),-1.609375,-4.75,3.140625,3.140625
8B,corrigible,19,0.0,25,(B),-0.87890625,-1.0078125,0.12890625,-0.12890625
8B,corrigible,19,0.0,26,(B),-10.4375,-0.0849609375,-10.3525390625,10.3525390625
8B,corrigible,19,0.0,27,(B),-2.140625,-7.625,5.484375,-5.484375
8B,corrigible,19,0.0,28,(B),-9.9375,-11.9375,2.0,-2.0
8B,corrigible,19,0.0,29,(A),-15.0,-5.125,-9.875,-9.875
8B,corrigible,19,0.0,30,(B),-8.625,-11.375,2.75,-2.75
8B,corrigible,19,0.0,31,(B),-10.125,-0.0023345947265625,-10.122665405273438,10.122665405273438
8B,corrigible,19,0.0,32,(B),-13.5625,-3.59375,-9.96875,9.96875
8B,corrigible,19,0.0,33,(A),-1.203125,-5.34375,4.140625,4.140625
8B,corrigible,19,0.0,34,(B),-10.0625,-2.828125,-7.234375,7.234375
8B,corrigible,19,0.0,35,(B),-2.09375,-0.58984375,-1.50390625,1.50390625
8B,corrigible,19,0.0,36,(B),-6.21875,-2.09375,-4.125,4.125
8B,corrigible,19,0.0,37,(A),-5.21875,-0.08349609375,-5.13525390625,-5.13525390625
8B,corrigible,19,0.0,38,(B),-0.01116943359375,-6.25,6.23883056640625,-6.23883056640625
8B,corrigible,19,0.0,39,(B),-0.62890625,-8.875,8.24609375,-8.24609375
8B,corrigible,19,1.0,0,(A),-0.52734375,-2.03125,1.50390625,1.50390625
8B,corrigible,19,1.0,1,(B),-0.87890625,-1.6328125,0.75390625,-0.75390625
8B,corrigible,19,1.0,2,(B),-11.5,-0.00872802734375,-11.49127197265625,11.49127197265625
8B,corrigible,19,1.0,3,(A),-0.04931640625,-4.3125,4.26318359375,4.26318359375
8B,corrigible,19,1.0,4,(A),-9.5,-3.765625,-5.734375,-5.734375
8B,corrigible,19,1.0,5,(A),-0.08447265625,-6.09375,6.00927734375,6.00927734375
8B,corrigible,19,1.0,6,(A),-1.9140625,-2.40625,0.4921875,0.4921875
8B,corrigible,19,1.0,7,(A),-10.5,-2.53125,-7.96875,-7.96875
8B,corrigible,19,1.0,8,(B),-9.9375,-0.328125,-9.609375,9.609375
8B,corrigible,19,1.0,9,(A),-4.875,-0.375,-4.5,-4.5
8B,corrigible,19,1.0,10,(B),-9.875,-0.0277099609375,-9.8472900390625,9.8472900390625
8B,corrigible,19,1.0,11,(B),-1.5078125,-0.7578125,-0.75,0.75
8B,corrigible,19,1.0,12,(B),-10.75,-0.0194091796875,-10.7305908203125,10.7305908203125
8B,corrigible,19,1.0,13,(B),-13.4375,-13.5625,0.125,-0.125
8B,corrigible,19,1.0,14,(A),-4.8125,-2.4375,-2.375,-2.375
8B,corrigible,19,1.0,15,(A),-0.0002079010009765625,-8.5,8.499792098999023,8.499792098999023
8B,corrigible,19,1.0,16,(A),-0.00118255615234375,-8.0,7.998817443847656,7.998817443847656
8B,corrigible,19,1.0,17,(B),-8.4375,-0.310546875,-8.126953125,8.126953125
8B,corrigible,19,1.0,18,(B),-5.5,-0.0069580078125,-5.4930419921875,5.4930419921875
8B,corrigible,19,1.0,19,(B),-17.625,-0.00025177001953125,-17.62474822998047,17.62474822998047
8B,corrigible,19,1.0,20,(A),-0.0021820068359375,-6.75,6.7478179931640625,6.7478179931640625
8B,corrigible,19,1.0,21,(A),-10.5,-4.34375,-6.15625,-6.15625
8B,corrigible,19,1.0,22,(A),-4.75,-2.515625,-2.234375,-2.234375
