model,layer,strength,prompt_idx,matching_answer,logprob_A,logprob_B,logit_diff_AB,logit_diff_matching
14B,21,-1.0,73,(A),-6.40625,-3.796875,-2.609375,-2.609375
14B,21,-1.0,74,(A),-6.03125,-0.024169921875,-6.007080078125,-6.007080078125
14B,21,-1.0,75,(B),-0.78515625,-5.53125,4.74609375,-4.74609375
14B,21,-1.0,76,(A),-2.984375,-1.9765625,-1.0078125,-1.0078125
14B,21,-1.0,77,(B),-0.08056640625,-4.09375,4.01318359375,-4.01318359375
14B,21,-1.0,78,(B),-2.078125,-7.6875,5.609375,-5.609375
14B,21,-1.0,79,(B),-0.00092315673828125,-16.625,16.62407684326172,-16.62407684326172
14B,21,-1.0,80,(B),-18.875,-16.25,-2.625,2.625
14B,21,-1.0,81,(A),-1.921875,-7.78125,5.859375,5.859375
14B,21,-1.0,82,(A),-19.5,-18.25,-1.25,-1.25
14B,21,-1.0,83,(A),-5.15625,-1.046875,-4.109375,-4.109375
14B,21,-1.0,84,(A),-19.75,-23.25,3.5,3.5
14B,21,-1.0,85,(A),-10.125,-11.625,1.5,1.5
14B,21,-1.0,86,(B),-0.11328125,-11.625,11.51171875,-11.51171875
14B,21,-1.0,87,(A),-4.0625,-7.3125,3.25,3.25
14B,21,-1.0,88,(A),-9.5,-10.125,0.625,0.625
14B,21,-1.0,89,(A),-5.625,-12.375,6.75,6.75
14B,21,-1.0,90,(B),-0.005950927734375,-14.5,14.494049072265625,-14.494049072265625
14B,21,-1.0,91,(B),-2.84375,-5.21875,2.375,-2.375
14B,21,-1.0,92,(B),-0.00173187255859375,-13.75,13.748268127441406,-13.748268127441406
14B,21,-1.0,93,(A),-10.5,-7.84375,-2.65625,-2.65625
14B,21,-1.0,94,(B),-1.2421875,-1.7421875,0.5,-0.5
14B,21,-1.0,95,(A),-3.90625,-7.90625,4.0,4.0
14B,21,-1.0,96,(A),-7.25,-15.25,8.0,8.0
14B,21,-1.0,97,(A),-9.125,-0.000141143798828125,-9.124858856201172,-9.124858856201172
14B,21,-1.0,98,(A),-4.9375,-0.06005859375,-4.87744140625,-4.87744140625
14B,21,-1.0,99,(A),-12.625,-13.75,1.125,1.125
14B,21,0.0,0,(B),-0.04931640625,-3.421875,3.37255859375,-3.37255859375
14B,21,0.0,1,(A),-0.37890625,-5.75,5.37109375,5.37109375
14B,21,0.0,2,(B),-1.8125,-1.1875,-0.625,0.625
14B,21,0.0,3,(A),-0.0068359375,-12.0,11.9931640625,11.9931640625
14B,21,0.0,4,(A),-7.53125,-0.291015625,-7.240234375,-7.240234375
14B,21,0.0,5,(A),-11.5,-10.0,-1.5,-1.5
14B,21,0.0,6,(B),-19.25,-23.375,4.125,-4.125
14B,21,0.0,7,(B),-0.0230712890625,-7.78125,7.7581787109375,-7.7581787109375
14B,21,0.0,8,(A),-3.140625,-0.396484375,-2.744140625,-2.744140625
14B,21,0.0,9,(B),-1.9375,-9.1875,7.25,-7.25
14B,21,0.0,10,(B),-20.625,-20.375,-0.25,0.25
14B,21,0.0,11,(A),-0.00885009765625,-12.0,11.99114990234375,11.99114990234375
14B,21,0.0,12,(A),-13.75,-2.28125,-11.46875,-11.46875
14B,21,0.0,13,(A),-19.875,-23.0,3.125,3.125
14B,21,0.0,14,(B),-15.125,-19.625,4.5,-4.5
14B,21,0.0,15,(B),-13.125,-14.875,1.75,-1.75
14B,21,0.0,16,(A),-16.625,-17.5,0.875,0.875
14B,21,0.0,17,(A),-11.25,-3.78125,-7.46875,-7.46875
14B,21,0.0,18,(A),-8.25,-17.0,8.75,8.75
14B,21,0.0,19,(A),-9.125,-15.0,5.875,5.875
14B,21,0.0,20,(B),-1.640625,-0.265625,-1.375,1.375
14B,21,0.0,21,(B),-4.75,-0.240234375,-4.509765625,4.509765625
14B,21,0.0,22,(A),-0.037841796875,-7.15625,7.118408203125,7.118408203125
14B,21,0.0,23,(B),-4.625,-3.984375,-0.640625,0.640625
14B,21,0.0,24,(A),-0.03955078125,-10.6875,10.64794921875,10.64794921875
14B,21,0.0,25,(B),-13.0625,-0.0498046875,-13.0126953125,13.0126953125
14B,21,0.0,26,(A),-8.75,-12.25,3.5,3.5
14B,21,0.0,27,(A),-9.3125,-7.4375,-1.875,-1.875
14B,21,0.0,28,(A),-13.875,-19.375,5.5,5.5
14B,21,0.0,29,(A),-19.25,-21.75,2.5,2.5
14B,21,0.0,30,(B),-12.625,-9.875,-2.75,2.75
14B,21,0.0,31,(B),-13.5,-10.5,-3.0,3.0
14B,21,0.0,32,(B),-5.25,-8.375,3.125,-3.125
14B,21,0.0,33,(B),-8.75,-11.125,2.375,-2.375
14B,21,0.0,34,(B),-17.125,-15.375,-1.75,1.75
14B,21,0.0,35,(B),-8.75,-0.00022602081298828125,-8.749773979187012,8.749773979187012
14B,21,0.0,36,(A),-14.1875,-11.8125,-2.375,-2.375
14B,21,0.0,37,(A),-17.875,-18.125,0.25,0.25
14B,21,0.0,38,(B),-13.5,-10.625,-2.875,2.875
14B,21,0.0,39,(A),-13.0,-21.375,8.375,8.375
14B,21,0.0,40,(B),-0.462890625,-8.0625,7.599609375,-7.599609375
14B,21,0.0,41,(B),-0.000743865966796875,-14.75,14.749256134033203,-14.749256134033203
14B,21,0.0,42,(A),-7.25,-16.625,9.375,9.375
14B,21,0.0,43,(A),-0.1728515625,-4.5625,4.3896484375,4.3896484375
14B,21,0.0,44,(A),-0.126953125,-13.875,13.748046875,13.748046875
14B,21,0.0,45,(B),-15.75,-19.375,3.625,-3.625
14B,21,0.0,46,(A),-13.625,-14.625,1.0,1.0
14B,21,0.0,47,(B),-10.25,-9.0,-1.25,1.25
14B,21,0.0,48,(B),-2.78125,-10.25,7.46875,-7.46875
14B,21,0.0,49,(B),-10.5,-13.625,3.125,-3.125
14B,21,0.0,50,(B),-10.375,-4.25,-6.125,6.125
14B,21,0.0,51,(A),-5.09375,-1.34375,-3.75,-3.75
14B,21,0.0,52,(B),-13.375,-10.75,-2.625,2.625
14B,21,0.0,53,(A),-7.0,-2.359375,-4.640625,-4.640625
14B,21,0.0,54,(B),-4.65625,-0.0286865234375,-4.6275634765625,4.6275634765625
14B,21,0.0,55,(A),-17.875,-26.875,9.0,9.0
14B,21,0.0,56,(B),-14.5625,-13.1875,-1.375,1.375
14B,21,0.0,57,(A),-0.031494140625,-7.90625,7.874755859375,7.874755859375
14B,21,0.0,58,(B),-10.875,-0.9765625,-9.8984375,9.8984375
14B,21,0.0,59,(B),-10.625,-19.0,8.375,-8.375
14B,21,0.0,60,(A),-23.125,-26.625,3.5,3.5
14B,21,0.0,61,(A),-14.875,-23.875,9.0,9.0
14B,21,0.0,62,(A),-10.375,-6.65625,-3.71875,-3.71875
14B,21,0.0,63,(B),-24.25,-22.875,-1.375,1.375
14B,21,0.0,64,(B),-10.375,-7.625,-2.75,2.75
14B,21,0.0,65,(B),-6.4375,-6.0625,-0.375,0.375
14B,21,0.0,66,(A),-7.15625,-4.65625,-2.5,-2.5
14B,21,0.0,67,(B),-2.984375,-0.11279296875,-2.87158203125,2.87158203125
14B,21,0.0,68,(A),-1.9765625,-0.9765625,-1.0,-1.0
14B,21,0.0,69,(B),-3.796875,-9.4375,5.640625,-5.640625
14B,21,0.0,70,(B),-3.046875,-0.048828125,-2.998046875,2.998046875
14B,21,0.0,71,(B),-0.205078125,-6.84375,6.638671875,-6.638671875
14B,21,0.0,72,(A),-4.5,-14.25,9.75,9.75
14B,21,0.0,73,(A),-9.75,-10.0,0.25,0.25
14B,21,0.0,74,(A),-6.53125,-0.0225830078125,-6.5086669921875,-6.5086669921875
14B,21,0.0,75,(B),-7.71875,-4.09375,-3.625,3.625
14B,21,0.0,76,(A),-2.46875,-8.6875,6.21875,6.21875
14B,21,0.0,77,(B),-7.625,-0.01544189453125,-7.60955810546875,7.60955810546875
14B,21,0.0,78,(B),-8.1875,-3.1875,-5.0,5.0
14B,21,0.0,79,(B),-0.000820159912109375,-16.125,16.12417984008789,-16.12417984008789
14B,21,0.0,80,(B),-25.625,-20.625,-5.0,5.0
14B,21,0.0,81,(A),-4.03125,-15.0,10.96875,10.96875
14B,21,0.0,82,(A),-23.25,-23.0,-0.25,-0.25
14B,21,0.0,83,(A),-6.6875,-0.42578125,-6.26171875,-6.26171875
14B,21,0.0,84,(A),-21.75,-26.125,4.375,4.375
14B,21,0.0,85,(A),-12.5,-19.375,6.875,6.875
14B,21,0.0,86,(B),-3.78125,-11.875,8.09375,-8.09375
14B,21,0.0,87,(A),-8.0,-14.875,6.875,6.875
14B,21,0.0,88,(A),-13.625,-15.0,1.375,1.375
14B,21,0.0,89,(A),-11.5,-21.875,10.375,10.375
14B,21,0.0,90,(B),-0.21484375,-10.0625,9.84765625,-9.84765625
14B,21,0.0,91,(B),-7.375,-5.875,-1.5,1.5
14B,21,0.0,92,(B),-0.07958984375,-12.1875,12.10791015625,-12.10791015625
14B,21,0.0,93,(A),-15.5,-14.125,-1.375,-1.375
14B,21,0.0,94,(B),-5.46875,-1.2265625,-4.2421875,4.2421875
14B,21,0.0,95,(A),-7.0,-13.125,6.125,6.125
14B,21,0.0,96,(A),-14.25,-22.875,8.625,8.625
14B,21,0.0,97,(A),-8.25,-0.00112152099609375,-8.248878479003906,-8.248878479003906
14B,21,0.0,98,(A),-7.65625,-0.040283203125,-7.615966796875,-7.615966796875
14B,21,0.0,99,(A),-19.875,-24.0,4.125,4.125
14B,21,1.0,0,(B),-0.60546875,-3.734375,3.12890625,-3.12890625
14B,21,1.0,1,(A),-5.25,-8.375,3.125,3.125
14B,21,1.0,2,(B),-3.84375,-3.84375,0.0,-0.0
14B,21,1.0,3,(A),-0.302734375,-5.3125,5.009765625,5.009765625
14B,21,1.0,4,(A),-7.21875,-7.09375,-0.125,-0.125
14B,21,1.0,5,(A),-13.5625,-15.4375,1.875,1.875
14B,21,1.0,6,(B),-22.375,-25.0,2.625,-2.625
14B,21,1.0,7,(B),-0.71484375,-10.1875,9.47265625,-9.47265625
14B,21,1.0,8,(A),-2.859375,-5.84375,2.984375,2.984375
14B,21,1.0,9,(B),-4.40625,-8.875,4.46875,-4.46875
14B,21,1.0,10,(B),-19.625,-20.5,0.875,-0.875
14B,21,1.0,11,(A),-0.10791015625,-8.25,8.14208984375,8.14208984375
14B,21,1.0,12,(A),-13.0,-8.375,-4.625,-4.625
14B,21,1.0,13,(A),-22.125,-25.625,3.5,3.5
14B,21,1.0,14,(B),-18.5,-21.5,3.0,-3.0
14B,21,1.0,15,(B),-16.875,-18.75,1.875,-1.875
14B,21,1.0,16,(A),-18.625,-18.5,-0.125,-0.125
14B,21,1.0,17,(A),-13.25,-7.125,-6.125,-6.125
14B,21,1.0,18,(A),-15.625,-22.625,7.0,7.0
14B,21,1.0,19,(A),-12.75,-14.75,2.0,2.0
14B,21,1.0,20,(B),-1.1015625,-1.6015625,0.5,-0.5
14B,21,1.0,21,(B),-4.0625,-2.1875,-1.875,1.875
14B,21,1.0,22,(A),-2.59375,-5.59375,3.0,3.0
14B,21,1.0,23,(B),-4.0625,-3.8125,-0.25,0.25
14B,21,1.0,24,(A),-1.5078125,-6.5,4.9921875,4.9921875
14B,21,1.0,25,(B),-10.5,-0.40234375,-10.09765625,10.09765625
14B,21,1.0,26,(A),-10.125,-16.375,6.25,6.25
14B,21,1.0,27,(A),-13.4375,-15.0625,1.625,1.625
14B,21,1.0,28,(A),-16.75,-19.875,3.125,3.125
14B,21,1.0,29,(A),-23.5,-24.875,1.375,1.375
14B,21,1.0,30,(B),-18.875,-19.5,0.625,-0.625
14B,21,1.0,31,(B),-16.875,-15.0,-1.875,1.875
14B,21,1.0,32,(B),-8.875,-12.0,3.125,-3.125
14B,21,1.0,33,(B),-13.1875,-14.3125,1.125,-1.125
14B,21,1.0,34,(B),-17.0,-17.125,0.125,-0.125
14B,21,1.0,35,(B),-7.0,-0.00115203857421875,-6.998847961425781,6.998847961425781
14B,21,1.0,36,(A),-13.0625,-15.5625,2.5,2.5
14B,21,1.0,37,(A),-19.75,-22.375,2.625,2.625
14B,21,1.0,38,(B),-15.625,-14.625,-1.0,1.0
14B,21,1.0,39,(A),-16.75,-23.625,6.875,6.875
14B,21,1.0,40,(B),-3.609375,-7.75,4.140625,-4.140625
14B,21,1.0,41,(B),-0.00099945068359375,-10.25,10.249000549316406,-10.249000549316406
14B,21,1.0,42,(A),-11.4375,-17.125,5.6875,5.6875
14B,21,1.0,43,(A),-1.2421875,-2.75,1.5078125,1.5078125
14B,21,1.0,44,(A),-0.349609375,-8.5,8.150390625,8.150390625
14B,21,1.0,45,(B),-18.25,-20.625,2.375,-2.375
14B,21,1.0,46,(A),-16.0,-19.125,3.125,3.125
14B,21,1.0,47,(B),-11.6875,-12.9375,1.25,-1.25
14B,21,1.0,48,(B),-6.71875,-11.75,5.03125,-5.03125
14B,21,1.0,49,(B),-12.4375,-17.125,4.6875,-4.6875
14B,21,1.0,50,(B),-8.9375,-7.09375,-1.84375,1.84375
14B,21,1.0,51,(A),-6.34375,-6.96875,0.625,0.625
14B,21,1.0,52,(B),-13.5625,-14.6875,1.125,-1.125
14B,21,1.0,53,(A),-8.8125,-3.53125,-5.28125,-5.28125
14B,21,1.0,54,(B),-1.421875,-0.55078125,-0.87109375,0.87109375
14B,21,1.0,55,(A),-18.875,-26.375,7.5,7.5
14B,21,1.0,56,(B),-16.5,-15.625,-0.875,0.875
14B,21,1.0,57,(A),-2.1875,-4.0625,1.875,1.875
14B,21,1.0,58,(B),-9.3125,-4.28125,-5.03125,5.03125
14B,21,1.0,59,(B),-16.0,-21.625,5.625,-5.625
14B,21,1.0,60,(A),-25.125,-28.375,3.25,3.25
14B,21,1.0,61,(A),-18.0,-23.5,5.5,5.5
14B,21,1.0,62,(A),-13.375,-17.0,3.625,3.625
14B,21,1.0,63,(B),-26.125,-26.0,-0.125,0.125
14B,21,1.0,64,(B),-11.75,-13.75,2.0,-2.0
14B,21,1.0,65,(B),-7.21875,-7.96875,0.75,-0.75
14B,21,1.0,66,(A),-8.5625,-10.6875,2.125,2.125
14B,21,1.0,67,(B),-3.640625,-4.625,0.984375,-0.984375
14B,21,1.0,68,(A),-2.46875,-5.84375,3.375,3.375
14B,21,1.0,69,(B),-7.75,-13.0,5.25,-5.25
14B,21,1.0,70,(B),-0.22265625,-1.8515625,1.62890625,-1.62890625
14B,21,1.0,71,(B),-1.53125,-4.53125,3.0,-3.0
14B,21,1.0,72,(A),-8.25,-10.75,2.5,2.5
14B,21,1.0,73,(A),-12.375,-15.5,3.125,3.125
14B,21,1.0,74,(A),-3.453125,-3.703125,0.25,0.25
14B,21,1.0,75,(B),-8.1875,-7.21875,-0.96875,0.96875
14B,21,1.0,76,(A),-5.15625,-10.25,5.09375,5.09375
14B,21,1.0,77,(B),-4.71875,-0.466796875,-4.251953125,4.251953125
14B,21,1.0,78,(B),-6.75,-7.75,1.0,-1.0
14B,21,1.0,79,(B),-0.03173828125,-6.40625,6.37451171875,-6.37451171875
14B,21,1.0,80,(B),-23.375,-20.75,-2.625,2.625
14B,21,1.0,81,(A),-9.875,-15.625,5.75,5.75
14B,21,1.0,82,(A),-24.25,-25.375,1.125,1.125
14B,21,1.0,83,(A),-4.40625,-4.78125,0.375,0.375
14B,21,1.0,84,(A),-27.5,-28.75,1.25,1.25
14B,21,1.0,85,(A),-15.125,-19.625,4.5,4.5
14B,21,1.0,86,(B),-7.75,-12.875,5.125,-5.125
14B,21,1.0,87,(A),-9.6875,-17.75,8.0625,8.0625
14B,21,1.0,88,(A),-14.875,-18.625,3.75,3.75
14B,21,1.0,89,(A),-13.25,-20.25,7.0,7.0
14B,21,1.0,90,(B),-1.59375,-9.8125,8.21875,-8.21875
14B,21,1.0,91,(B),-8.25,-7.0,-1.25,1.25
14B,21,1.0,92,(B),-2.609375,-10.375,7.765625,-7.765625
14B,21,1.0,93,(A),-20.75,-23.375,2.625,2.625
14B,21,1.0,94,(B),-5.5625,-2.046875,-3.515625,3.515625
14B,21,1.0,95,(A),-10.5,-16.25,5.75,5.75
14B,21,1.0,96,(A),-15.75,-21.875,6.125,6.125
14B,21,1.0,97,(A),-3.21875,-0.466796875,-2.751953125,-2.751953125
14B,21,1.0,98,(A),-4.0,-1.515625,-2.484375,-2.484375
14B,21,1.0,99,(A),-22.375,-23.875,1.5,1.5
14B,23,-1.0,0,(B),-0.00136566162109375,-14.25,14.248634338378906,-14.248634338378906
14B,23,-1.0,1,(A),-0.70703125,-0.83203125,0.125,0.125
14B,23,-1.0,2,(B),-0.072265625,-9.6875,9.615234375,-9.615234375
14B,23,-1.0,3,(A),-0.06494140625,-2.8125,2.74755859375,2.74755859375
14B,23,-1.0,4,(A),-6.21875,-0.2109375,-6.0078125,-6.0078125
14B,23,-1.0,5,(A),-9.5625,-7.65625,-1.90625,-1.90625
14B,23,-1.0,6,(B),-14.875,-21.0,6.125,-6.125
14B,23,-1.0,7,(B),-0.005828857421875,-14.0,13.994171142578125,-13.994171142578125
14B,23,-1.0,8,(A),-0.93359375,-0.93359375,0.0,0.0
14B,23,-1.0,9,(B),-0.318359375,-9.6875,9.369140625,-9.369140625
14B,23,-1.0,10,(B),-15.0,-22.125,7.125,-7.125
14B,23,-1.0,11,(A),-0.11376953125,-4.5,4.38623046875,4.38623046875
14B,23,-1.0,12,(A),-11.5625,-4.3125,-7.25,-7.25
14B,23,-1.0,13,(A),-16.875,-20.125,3.25,3.25
14B,23,-1.0,14,(B),-8.0,-16.75,8.75,-8.75
14B,23,-1.0,15,(B),-8.0,-13.375,5.375,-5.375
14B,23,-1.0,16,(A),-11.375,-10.875,-0.5,-0.5
14B,23,-1.0,17,(A),-10.375,-4.40625,-5.96875,-5.96875
14B,23,-1.0,18,(A),-4.65625,-14.625,9.96875,9.96875
14B,23,-1.0,19,(A),-5.28125,-9.125,3.84375,3.84375
14B,23,-1.0,20,(B),-0.00433349609375,-9.25,9.24566650390625,-9.24566650390625
14B,23,-1.0,21,(B),-0.041748046875,-5.90625,5.864501953125,-5.864501953125
14B,23,-1.0,22,(A),-2.28125,-0.52734375,-1.75390625,-1.75390625
14B,23,-1.0,23,(B),-1.015625,-9.875,8.859375,-8.859375
14B,23,-1.0,24,(A),-0.6484375,-1.1484375,0.5,0.5
14B,23,-1.0,25,(B),-1.609375,-4.96875,3.359375,-3.359375
14B,23,-1.0,26,(A),-8.3125,-7.90625,-0.40625,-0.40625
14B,23,-1.0,27,(A),-7.375,-7.375,0.0,0.0
14B,23,-1.0,28,(A),-10.0,-13.5,3.5,3.5
14B,23,-1.0,29,(A),-13.25,-17.625,4.375,4.375
14B,23,-1.0,30,(B),-6.375,-15.25,8.875,-8.875
14B,23,-1.0,31,(B),-6.1875,-9.3125,3.125,-3.125
14B,23,-1.0,32,(B),-1.3203125,-12.3125,10.9921875,-10.9921875
14B,23,-1.0,33,(B),-0.033447265625,-13.5625,13.529052734375,-13.529052734375
14B,23,-1.0,34,(B),-12.125,-17.75,5.625,-5.625
14B,23,-1.0,35,(B),-0.00139617919921875,-11.625,11.623603820800781,-11.623603820800781
14B,23,-1.0,36,(A),-13.1875,-12.6875,-0.5,-0.5
14B,23,-1.0,37,(A),-15.875,-15.875,0.0,0.0
14B,23,-1.0,38,(B),-9.75,-12.75,3.0,-3.0
14B,23,-1.0,39,(A),-11.25,-17.75,6.5,6.5
14B,23,-1.0,40,(B),-0.2041015625,-9.4375,9.2333984375,-9.2333984375
14B,23,-1.0,41,(B),-0.0007476806640625,-15.625,15.624252319335938,-15.624252319335938
14B,23,-1.0,42,(A),-7.75,-11.25,3.5,3.5
14B,23,-1.0,43,(A),-1.28125,-0.53125,-0.75,-0.75
14B,23,-1.0,44,(A),-0.76171875,-6.75,5.98828125,5.98828125
14B,23,-1.0,45,(B),-8.5,-16.5,8.0,-8.0
14B,23,-1.0,46,(A),-12.5625,-13.1875,0.625,0.625
14B,23,-1.0,47,(B),-4.5625,-11.0625,6.5,-6.5
14B,23,-1.0,48,(B),-0.453125,-10.3125,9.859375,-9.859375
14B,23,-1.0,49,(B),-6.875,-12.5,5.625,-5.625
14B,23,-1.0,50,(B),-2.25,-8.0,5.75,-5.75
14B,23,-1.0,51,(A),-2.875,-0.25390625,-2.62109375,-2.62109375
14B,23,-1.0,52,(B),-8.3125,-14.0625,5.75,-5.75
14B,23,-1.0,53,(A),-6.25,-2.359375,-3.890625,-3.890625
14B,23,-1.0,54,(B),-0.00732421875,-9.875,9.86767578125,-9.86767578125
14B,23,-1.0,55,(A),-16.875,-23.5,6.625,6.625
14B,23,-1.0,56,(B),-11.4375,-16.375,4.9375,-4.9375
14B,23,-1.0,57,(A),-1.15625,-0.41015625,-0.74609375,-0.74609375
14B,23,-1.0,58,(B),-3.453125,-3.328125,-0.125,0.125
14B,23,-1.0,59,(B),-5.59375,-14.4375,8.84375,-8.84375
14B,23,-1.0,60,(A),-21.125,-23.75,2.625,2.625
14B,23,-1.0,61,(A),-14.25,-20.5,6.25,6.25
14B,23,-1.0,62,(A),-7.15625,-7.53125,0.375,0.375
14B,23,-1.0,63,(B),-18.25,-22.875,4.625,-4.625
14B,23,-1.0,64,(B),-5.03125,-8.0625,3.03125,-3.03125
14B,23,-1.0,65,(B),-3.078125,-11.5625,8.484375,-8.484375
14B,23,-1.0,66,(A),-3.65625,-3.03125,-0.625,-0.625
14B,23,-1.0,67,(B),-0.006134033203125,-9.125,9.118865966796875,-9.118865966796875
14B,23,-1.0,68,(A),-6.15625,-0.04150390625,-6.11474609375,-6.11474609375
14B,23,-1.0,69,(B),-0.049560546875,-12.8125,12.762939453125,-12.762939453125
14B,23,-1.0,70,(B),-0.000274658203125,-14.75,14.749725341796875,-14.749725341796875
14B,23,-1.0,71,(B),-0.00634765625,-14.25,14.24365234375,-14.24365234375
14B,23,-1.0,72,(A),-4.53125,-4.90625,0.375,0.375
14B,23,-1.0,73,(A),-6.25,-5.375,-0.875,-0.875
14B,23,-1.0,74,(A),-5.25,-0.011474609375,-5.238525390625,-5.238525390625
14B,23,-1.0,75,(B),-0.87109375,-5.5,4.62890625,-4.62890625
14B,23,-1.0,76,(A),-1.84375,-3.34375,1.5,1.5
14B,23,-1.0,77,(B),-0.1025390625,-6.96875,6.8662109375,-6.8662109375
14B,23,-1.0,78,(B),-2.46875,-9.6875,7.21875,-7.21875
14B,23,-1.0,79,(B),-0.001953125,-15.375,15.373046875,-15.373046875
14B,23,-1.0,80,(B),-20.0,-23.875,3.875,-3.875
14B,23,-1.0,81,(A),-4.40625,-8.75,4.34375,4.34375
14B,23,-1.0,82,(A),-19.0,-19.125,0.125,0.125
14B,23,-1.0,83,(A),-4.71875,-0.47265625,-4.24609375,-4.24609375
14B,23,-1.0,84,(A),-22.125,-24.625,2.5,2.5
14B,23,-1.0,85,(A),-14.0,-15.125,1.125,1.125
14B,23,-1.0,86,(B),-0.65234375,-10.5,9.84765625,-9.84765625
14B,23,-1.0,87,(A),-6.5,-12.625,6.125,6.125
14B,23,-1.0,88,(A),-9.375,-12.875,3.5,3.5
14B,23,-1.0,89,(A),-10.0,-16.875,6.875,6.875
14B,23,-1.0,90,(B),-0.00811767578125,-14.875,14.86688232421875,-14.86688232421875
14B,23,-1.0,91,(B),-2.8125,-8.8125,6.0,-6.0
14B,23,-1.0,92,(B),-0.1142578125,-12.0,11.8857421875,-11.8857421875
14B,23,-1.0,93,(A),-12.9375,-11.9375,-1.0,-1.0
14B,23,-1.0,94,(B),-0.78125,-6.53125,5.75,-5.75
14B,23,-1.0,95,(A),-6.625,-11.0,4.375,4.375
14B,23,-1.0,96,(A),-13.25,-16.375,3.125,3.125
14B,23,-1.0,97,(A),-5.125,-0.00628662109375,-5.11871337890625,-5.11871337890625
14B,23,-1.0,98,(A),-4.15625,-0.035400390625,-4.120849609375,-4.120849609375
14B,23,-1.0,99,(A),-17.375,-19.0,1.625,1.625
14B,23,0.0,0,(B),-0.04931640625,-3.421875,3.37255859375,-3.37255859375
14B,23,0.0,1,(A),-0.37890625,-5.75,5.37109375,5.37109375
14B,23,0.0,2,(B),-1.8125,-1.1875,-0.625,0.625
14B,23,0.0,3,(A),-0.0068359375,-12.0,11.9931640625,11.9931640625
14B,23,0.0,4,(A),-7.53125,-0.291015625,-7.240234375,-7.240234375
14B,23,0.0,5,(A),-11.5,-10.0,-1.5,-1.5
14B,23,0.0,6,(B),-19.25,-23.375,4.125,-4.125
14B,23,0.0,7,(B),-0.0230712890625,-7.78125,7.7581787109375,-7.7581787109375
14B,23,0.0,8,(A),-3.140625,-0.396484375,-2.744140625,-2.744140625
14B,23,0.0,9,(B),-1.9375,-9.1875,7.25,-7.25
14B,23,0.0,10,(B),-20.625,-20.375,-0.25,0.25
14B,23,0.0,11,(A),-0.00885009765625,-12.0,11.99114990234375,11.99114990234375
14B,23,0.0,12,(A),-13.75,-2.28125,-11.46875,-11.46875
14B,23,0.0,13,(A),-19.875,-23.0,3.125,3.125
14B,23,0.0,14,(B),-15.125,-19.625,4.5,-4.5
14B,23,0.0,15,(B),-13.125,-14.875,1.75,-1.75
14B,23,0.0,16,(A),-16.625,-17.5,0.875,0.875
14B,23,0.0,17,(A),-11.25,-3.78125,-7.46875,-7.46875
14B,23,0.0,18,(A),-8.25,-17.0,8.75,8.75
14B,23,0.0,19,(A),-9.125,-15.0,5.875,5.875
14B,23,0.0,20,(B),-1.640625,-0.265625,-1.375,1.375
14B,23,0.0,21,(B),-4.75,-0.240234375,-4.509765625,4.509765625
14B,23,0.0,22,(A),-0.037841796875,-7.15625,7.118408203125,7.118408203125
14B,23,0.0,23,(B),-4.625,-3.984375,-0.640625,0.640625
14B,23,0.0,24,(A),-0.03955078125,-10.6875,10.64794921875,10.64794921875
14B,23,0.0,25,(B),-13.0625,-0.0498046875,-13.0126953125,13.0126953125
14B,23,0.0,26,(A),-8.75,-12.25,3.5,3.5
14B,23,0.0,27,(A),-9.3125,-7.4375,-1.875,-1.875
14B,23,0.0,28,(A),-13.875,-19.375,5.5,5.5
14B,23,0.0,29,(A),-19.25,-21.75,2.5,2.5
14B,23,0.0,30,(B),-12.625,-9.875,-2.75,2.75
14B,23,0.0,31,(B),-13.5,-10.5,-3.0,3.0
14B,23,0.0,32,(B),-5.25,-8.375,3.125,-3.125
14B,23,0.0,33,(B),-8.75,-11.125,2.375,-2.375
14B,23,0.0,34,(B),-17.125,-15.375,-1.75,1.75
14B,23,0.0,35,(B),-8.75,-0.00022602081298828125,-8.749773979187012,8.749773979187012
14B,23,0.0,36,(A),-14.1875,-11.8125,-2.375,-2.375
14B,23,0.0,37,(A),-17.875,-18.125,0.25,0.25
14B,23,0.0,38,(B),-13.5,-10.625,-2.875,2.875
14B,23,0.0,39,(A),-13.0,-21.375,8.375,8.375
14B,23,0.0,40,(B),-0.462890625,-8.0625,7.599609375,-7.599609375
14B,23,0.0,41,(B),-0.000743865966796875,-14.75,14.749256134033203,-14.749256134033203
14B,23,0.0,42,(A),-7.25,-16.625,9.375,9.375
14B,23,0.0,43,(A),-0.1728515625,-4.5625,4.3896484375,4.3896484375
14B,23,0.0,44,(A),-0.126953125,-13.875,13.748046875,13.748046875
14B,23,0.0,45,(B),-15.75,-19.375,3.625,-3.625
14B,23,0.0,46,(A),-13.625,-14.625,1.0,1.0
14B,23,0.0,47,(B),-10.25,-9.0,-1.25,1.25
14B,23,0.0,48,(B),-2.78125,-10.25,7.46875,-7.46875
14B,23,0.0,49,(B),-10.5,-13.625,3.125,-3.125
14B,23,0.0,50,(B),-10.375,-4.25,-6.125,6.125
14B,23,0.0,51,(A),-5.09375,-1.34375,-3.75,-3.75
14B,23,0.0,52,(B),-13.375,-10.75,-2.625,2.625
14B,23,0.0,53,(A),-7.0,-2.359375,-4.640625,-4.640625
